metric,topic,start_len,end_len,word_range,auc_RealSessions_AJQGWGESKQT4Y,auc_RealSessions_A3GWRDHAURRNK6,auc_RealSessions_AVBRJBJONL47I,auc_RealSessions_A1A1ZXUVSV4YR8,auc_RealSessions_A1171IQSWQS0K8,auc_RealSessions_A3K2VSBTT3WUTI,auc_RealSessions_A1ZB2NY0F9QNP0,auc_RealSessions_A17TKHT8FEVH0R,auc_topic,aucNorm_RealSessions_AJQGWGESKQT4Y,aucNorm_RealSessions_A3GWRDHAURRNK6,aucNorm_RealSessions_AVBRJBJONL47I,aucNorm_RealSessions_A1A1ZXUVSV4YR8,aucNorm_RealSessions_A1171IQSWQS0K8,aucNorm_RealSessions_A3K2VSBTT3WUTI,aucNorm_RealSessions_A1ZB2NY0F9QNP0,aucNorm_RealSessions_A17TKHT8FEVH0R,score_limit,limit_wordCount_RealSessions_AJQGWGESKQT4Y,limit_wordCount_RealSessions_A3GWRDHAURRNK6,limit_wordCount_RealSessions_AVBRJBJONL47I,limit_wordCount_RealSessions_A1A1ZXUVSV4YR8,limit_wordCount_RealSessions_A1171IQSWQS0K8,limit_wordCount_RealSessions_A3K2VSBTT3WUTI,limit_wordCount_RealSessions_A1ZB2NY0F9QNP0,limit_wordCount_RealSessions_A17TKHT8FEVH0R,limit_wordCount_topic,limit_relativeWordCount_RealSessions_AJQGWGESKQT4Y,limit_relativeWordCount_RealSessions_A3GWRDHAURRNK6,limit_relativeWordCount_RealSessions_AVBRJBJONL47I,limit_relativeWordCount_RealSessions_A1A1ZXUVSV4YR8,limit_relativeWordCount_RealSessions_A1171IQSWQS0K8,limit_relativeWordCount_RealSessions_A3K2VSBTT3WUTI,limit_relativeWordCount_RealSessions_A1ZB2NY0F9QNP0,limit_relativeWordCount_RealSessions_A17TKHT8FEVH0R,wordcount_limit_-inf,limit_F1score_RealSessions_AJQGWGESKQT4Y_-inf,limit_F1score_RealSessions_A3GWRDHAURRNK6_-inf,limit_F1score_RealSessions_AVBRJBJONL47I_-inf,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_-inf,limit_F1score_RealSessions_A1171IQSWQS0K8_-inf,limit_F1score_RealSessions_A3K2VSBTT3WUTI_-inf,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_-inf,limit_F1score_RealSessions_A17TKHT8FEVH0R_-inf,limit_F1score_avg_-inf,wordcount_limit_100,limit_F1score_RealSessions_AJQGWGESKQT4Y_100,limit_F1score_RealSessions_A3GWRDHAURRNK6_100,limit_F1score_RealSessions_AVBRJBJONL47I_100,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_100,limit_F1score_RealSessions_A1171IQSWQS0K8_100,limit_F1score_RealSessions_A3K2VSBTT3WUTI_100,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_100,limit_F1score_RealSessions_A17TKHT8FEVH0R_100,limit_F1score_avg_100,wordcount_limit_150,limit_F1score_RealSessions_AJQGWGESKQT4Y_150,limit_F1score_RealSessions_A3GWRDHAURRNK6_150,limit_F1score_RealSessions_AVBRJBJONL47I_150,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_150,limit_F1score_RealSessions_A1171IQSWQS0K8_150,limit_F1score_RealSessions_A3K2VSBTT3WUTI_150,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_150,limit_F1score_RealSessions_A17TKHT8FEVH0R_150,limit_F1score_avg_150,wordcount_limit_250,limit_F1score_RealSessions_AJQGWGESKQT4Y_250,limit_F1score_RealSessions_A3GWRDHAURRNK6_250,limit_F1score_RealSessions_AVBRJBJONL47I_250,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_250,limit_F1score_RealSessions_A1171IQSWQS0K8_250,limit_F1score_RealSessions_A3K2VSBTT3WUTI_250,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_250,limit_F1score_RealSessions_A17TKHT8FEVH0R_250,limit_F1score_avg_250,wordcount_limit_350,limit_F1score_RealSessions_AJQGWGESKQT4Y_350,limit_F1score_RealSessions_A3GWRDHAURRNK6_350,limit_F1score_RealSessions_AVBRJBJONL47I_350,limit_F1score_RealSessions_A1A1ZXUVSV4YR8_350,limit_F1score_RealSessions_A1171IQSWQS0K8_350,limit_F1score_RealSessions_A3K2VSBTT3WUTI_350,limit_F1score_RealSessions_A1ZB2NY0F9QNP0_350,limit_F1score_RealSessions_A17TKHT8FEVH0R_350,limit_F1score_avg_350
R1,AVG,105,333,228,74.34774886,73.72903746,72.38904301,73.45682771,73.92468234,74.41839216,74.36023203,73.39335101,73.75241432,0.326086618,0.323372971,0.317495803,0.322179069,0.324231063,0.326396457,0.326141369,0.321900662,0.37,,,,,,,,,216.5159232,0.510495541,0.389646531,0.495118367,0.528591176,0.446122761,0.374988888,0.400150277,0.365660262,#NAME?,0.22361,0.22361,0.22361,0.22361,0.226078,0.226078,0.226078,0.226078,0.224844,100,0.255793716,0.255353971,0.256361594,0.256372793,0.25951222,0.256395501,0.25945992,0.254981839,nan,150,0.324484668,0.320831893,0.318736346,0.320144108,0.323062071,0.321038294,0.325913315,0.316212886,0.321302948,250,0.381886206,0.379108334,0.371755861,0.377140182,0.3772814,0.383895315,0.385070135,0.378779081,0.379364564,350,0.390499768,0.385719131,0.380949856,0.389160529,0.390212914,0.39337477,0.384936392,0.387432607,0.387785746
R1,STD,0,0,0,5.852947301,5.039160329,5.574498994,5.175142878,8.316616528,8.010573442,7.439903519,5.144667281,6.003306082,0.025670821,0.02210158,0.024449557,0.022697995,0.036476388,0.035134094,0.032631156,0.02256433,0.37,,,,,,,,,35.56899048,0.324698261,0.313336289,0.350082158,0.329179393,0.294585232,0.321181907,0.337715749,0.324623803,#NAME?,0.041057063,0.041057063,0.041057063,0.041057063,0.054121228,0.054121228,0.054121228,0.054121228,0.048051198,100,0.016582995,0.015860273,0.014530093,0.015120227,0.027835534,0.029518503,0.031375373,0.02604495,nan,150,0.022115395,0.017322719,0.021990152,0.019392168,0.03356768,0.03382727,0.036671484,0.023623736,0.02406639,250,0.033348185,0.031567373,0.032730408,0.026991112,0.04577543,0.042658942,0.041355655,0.027046099,0.033311594,350,0.036056907,0.038891632,0.036885015,0.033888318,0.047833222,0.039411062,0.03452982,0.027078513,0.034871881
R1,BootAvg,,,,,,,,,,,,73.7428925,,,,,,,,,,,,,,,,,,216.5324473,,,,,,,,,#NAME?,,,,,,,,,0.22564275,100,,,,,,,,,nan,150,,,,,,,,,0.321161747,250,,,,,,,,,0.379352899,350,,,,,,,,,0.38769722
R1,BootLower,,,,,,,,,,,,71.21915894,,,,,,,,,,,,,,,,,,199.5214746,,,,,,,,,#NAME?,,,,,,,,0.023995625,0.201647125,100,,,,,,,,,nan,150,,,,,,,,0.010195298,0.31096645,250,,,,,,,,0.014017584,0.365335315,350,,,,,,,,0.014643471,0.373053748
R1,BootUpper,,,,,,,,,,,,76.42759216,,,,,,,,,,,,,,,,,,232.9894534,,,,,,,,,#NAME?,,,,,,,,0.017793788,0.243436538,100,,,,,,,,,nan,150,,,,,,,,0.011087898,0.332249646,250,,,,,,,,0.015352649,0.394705548,350,,,,,,,,0.015970044,0.403667263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2,D0601,105,333,228,8.663896553,8.251163481,9.528170092,3.994498463,,,,,7.609432147,0.037999546,0.036189314,0.04179022,0.01751973,,,,,0.06,460.5126324,,,,,,,,460.5126324,0.96275741,1,1,1,1,1,1,1,#NAME?,0.01999,0.01999,0.01999,0.01999,,,,,0.01999,100,0.022685686,0.025765,0.0219192,0.020034074,,,,,0.02260099,150,0.03402,0.04136,0.029362439,0.019741538,,,,,0.031120994,250,0.046510571,0.040374727,0.055187059,0.019430638,,,,,0.040375749,350,0.042834035,0.040692619,0.055173846,0.0226616,,,,,0.040340525
R2,D0603,105,333,228,12.24330337,13.60382186,13.17012655,13.27500903,,,,,13.0730652,0.053698699,0.059665885,0.057763713,0.058223724,,,,,0.06,232.7155425,176.5212014,148.2687174,192.1134289,,,,,187.4047226,0.31032677,0.133025002,0.078987163,0.215087207,1,1,1,1,#NAME?,0.04081,0.04081,0.04081,0.04081,,,,,0.04081,100,0.042060893,0.044627742,0.045082414,0.042060893,,,,,0.043457985,150,0.046737313,0.056936531,0.060877353,0.048036667,,,,,0.053146966,250,0.063608571,0.068847818,0.06623,0.066139403,,,,,0.066206448,350,0.074833158,0.086731765,0.066239643,0.08129717,,,,,0.077275434
R2,D0605,105,333,228,17.93580055,15.2143699,16.08437329,18.25022145,,,,,16.8711913,0.078665792,0.066729693,0.070545497,0.080044831,,,,,0.06,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,0.06747,0.06747,0.06747,0.06747,,,,,0.06747,100,0.069955,0.067215926,0.067957308,0.07577,,,,,0.070224558,150,0.077116,0.068345319,0.070872,0.09149,,,,,0.07695583,250,0.094543243,0.079444,0.08203,0.090472,,,,,0.086622311,350,0.089748333,0.07652,0.088600909,0.090521633,,,,,0.086347719
R2,D0608,105,333,228,12.12297444,10.87766311,8.659242586,10.92543016,,,,,10.64632758,0.053170941,0.047709049,0.037979134,0.047918553,,,,,0.06,175.8319731,,,382.7114026,,,,,279.2716879,0.221002368,1,1,0.775290111,1,1,1,1,#NAME?,0.0339,0.0339,0.0339,0.0339,,,,,0.0339,100,0.037113333,0.037113333,0.035406,0.036795968,,,,,0.036607159,150,0.050722759,0.046898491,0.037891053,0.046592927,,,,,0.045526307,250,0.062488125,0.056658704,0.043681935,0.055529714,,,,,0.05458962,350,0.06088375,0.052796167,0.055235,0.054410862,,,,,0.055831445
R2,D0614,105,333,228,17.66404077,18.5342183,18.59290878,17.36096307,,,,,18.03803273,0.077473863,0.081290431,0.081547846,0.076144575,,,,,0.06,103.9786597,103.9786597,103.9786597,103.9786597,,,,,103.9786597,0.05968483,0.033015316,0.060470157,0.055104699,1,1,1,1,#NAME?,0.04904,0.04904,0.04904,0.04904,,,,,0.04904,100,0.058102321,0.058102321,0.058102321,0.058102321,,,,,0.058102321,150,0.077957759,0.07705,0.07705,0.077561475,,,,,0.077404809,250,0.089504098,0.089060345,0.099179535,0.086208667,,,,,0.090988161,350,0.091943333,0.1101075,0.100462632,0.089063913,,,,,0.097894344
R2,D0615,105,333,228,10.9423804,9.849072569,9.519037182,11.90865422,,,,,10.55478609,0.047992896,0.043197687,0.041750163,0.05223094,,,,,0.06,358.6666667,,,221.585209,,,,,290.1259378,0.966903073,1,1,0.414633667,1,1,1,1,#NAME?,0.03523,0.03523,0.03523,0.03523,,,,,0.03523,100,0.037203333,0.036799057,0.037022,0.041166,,,,,0.038047597,150,0.045519302,0.041694857,0.042473571,0.052693,,,,,0.045595183,250,0.05703875,0.050524286,0.050079574,0.061025469,,,,,0.05466702,350,0.05961,0.053051333,0.046583333,0.066413043,,,,,0.056414428
R2,D0616,105,333,228,10.86653409,11.45176038,11.47969,8.271156053,,,,,10.51728513,0.047660237,0.050227019,0.050349518,0.036277,,,,,0.06,362.4373796,248.9838129,264.5959004,422.6884343,,,,,324.6763818,0.746442763,0.288227425,0.230644027,0.595192259,1,1,1,1,#NAME?,0.02862,0.02862,0.02862,0.02862,,,,,0.02862,100,0.033318246,0.032085313,0.033318246,0.030567292,,,,,0.032322274,150,0.049716,0.045413438,0.049716,0.036795345,,,,,0.045410196,250,0.056692308,0.060198246,0.058392097,0.041960811,,,,,0.054310865,350,0.057712273,0.068398889,0.067622286,0.052152,,,,,0.061471362
R2,D0617,105,333,228,15.2319045,17.99327281,17.51208677,17.72359997,,,,,17.11521601,0.066806599,0.078917863,0.076807398,0.077735088,,,,,0.06,143.0208483,112.8176271,64.56475332,64.56475332,,,,,96.24199552,0.27212613,0.14808768,0.063508488,0.087597915,1,1,1,1,#NAME?,0.02513,0.02513,0.02513,0.02513,,,,,0.02513,100,0.045674375,0.052997778,0.0680124,0.070680667,,,,,0.059341305,150,0.061662857,0.074486154,0.068615,0.077247333,,,,,0.070502836,250,0.0865448,0.096326957,0.087532,0.091870417,,,,,0.090568543,350,0.080868,0.095225263,0.114027544,0.084250323,,,,,0.093592782
R2,D0620,105,333,228,11.70396393,9.2365995,11.15466997,8.732238922,,,,,10.20686808,0.051333175,0.040511401,0.048923991,0.038299294,,,,,0.06,264.1666667,,,,,,,,264.1666667,0.441520468,1,1,1,1,1,1,1,#NAME?,0.03931,0.03931,0.03931,0.03931,,,,,0.03931,100,0.041825,0.040126,0.042287241,0.038153077,,,,,0.04059783,150,0.051059655,0.043007377,0.053933333,0.037050476,,,,,0.04626271,250,0.05915,0.045687727,0.054534762,0.042217241,,,,,0.050397433,350,0.064377843,0.047851538,0.05685,0.049235294,,,,,0.054578669
R2,D0624,105,333,228,17.41373079,20.68262521,18.02347715,16.87052051,,,,,18.24758841,0.076376012,0.090713268,0.079050338,0.073993511,,,,,0.06,163.2703506,139.9573058,127.6860548,127.6860548,,,,,139.6499415,0.249229364,0.073109477,0.067280095,0.112459462,1,1,1,1,#NAME?,0.02688,0.02688,0.02688,0.02688,,,,,0.02688,100,0.031437949,0.034078889,0.036297347,0.036297347,,,,,0.034527883,150,0.053618857,0.066418814,0.072372308,0.071985745,,,,,0.066098931,250,0.101515455,0.119275735,0.098477143,0.091856667,,,,,0.10278125,350,0.115263061,0.128893019,0.105212553,0.092648462,,,,,0.110504274
R2,D0627,105,333,228,,,,,8.213212147,5.922907855,11.16838172,9.474932483,8.694858551,,,,,0.03602286,0.025977666,0.04898413,0.041556721,0.06,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,,,,,0.00754,0.00754,0.00754,0.00754,0.00754,100,,,,,0.030383,0.017554151,0.04037,0.020386364,0.027173379,150,,,,,0.033564074,0.023524615,0.050941132,0.030725862,0.034688921,250,,,,,0.033021111,0.028426364,0.056481538,0.054393443,0.043080614,350,,,,,0.057670154,0.042780816,0.05525,0.049610769,0.051327935
R2,D0628,105,333,228,,,,,9.51845117,9.499944474,10.17083406,8.782996639,9.493056586,,,,,0.041747593,0.041666423,0.044608921,0.038521915,0.06,,,,,277.1905972,509.8859857,603.5,506.7021277,474.3196777,1,1,1,1,0.435925563,0.705376282,0.945920304,0.919226837,#NAME?,,,,,0.03434,0.03434,0.03434,0.03434,0.03434,100,,,,,,,,,nan,150,,,,,0.036574211,0.041900328,0.040726538,0.039074375,0.039568863,250,,,,,0.043539231,0.043538333,0.052498,0.042986596,0.04564054,350,,,,,0.065180851,0.05858,0.053635088,0.049969767,0.056841427
R2,D0629,105,333,228,,,,,12.60464608,12.28295946,10.677602,7.727167917,10.82309386,,,,,0.055283535,0.053872629,0.046831588,0.033891087,0.06,,,,,176.3414436,253.6185567,543.6435986,,324.534533,1,1,1,1,0.204268244,0.297993612,0.775634421,1,#NAME?,,,,,0.04082,0.04082,0.04082,0.04082,0.04082,100,,,,,0.042701923,0.042645,0.041188,0.040423333,0.041739564,150,,,,,0.054400172,0.055359524,0.045682381,0.039509149,0.048737807,250,,,,,0.064884634,0.05956125,0.055515,0.035896364,0.053964312,350,,,,,0.063440364,0.073233478,0.054892222,0.035621875,0.056796985
R2,D0630,105,333,228,,,,,12.95527109,12.92089164,15.28576539,8.992517619,12.53861143,,,,,0.056821364,0.056670577,0.067042831,0.039440867,0.06,,,,,191.4210526,181.5938681,104.0831743,600.7647059,269.4657002,1,1,1,1,0.284629484,0.206707249,0.049512202,0.719457014,#NAME?,,,,,0.03079,0.03079,0.03079,0.03079,0.03079,100,,,,,0.0328002,0.037271071,0.055596176,0.0289868,0.038663562,150,,,,,0.044028529,0.046708125,0.074410357,0.034886667,0.05000842,250,,,,,0.071212766,0.068571613,0.07329093,0.049361077,0.065609097,350,,,,,0.07903,0.073012414,0.079308367,0.057234737,0.072146379
R2,D0631,105,333,228,,,,,21.97720369,15.40920716,18.5148227,16.06411232,17.99133647,,,,,0.096391244,0.067584242,0.081205363,0.070456633,0.06,,,,,91.65217391,102.4119107,100.5714286,93.96329412,97.14970182,1,1,1,1,0.008044436,0.02382134,0.022132797,0.013251765,#NAME?,,,,,0.05736,0.05736,0.05736,0.05736,0.05736,100,,,,,0.066034286,0.059558182,0.05988,0.0626725,0.062036242,150,,,,,0.097759206,0.064080952,0.072792941,0.07918,0.078453275,250,,,,,0.113471864,0.079908298,0.100058947,0.073706667,0.091786444,350,,,,,0.11149766,0.084138136,0.09970975,0.085177241,0.095130697
R2,D0640,105,333,228,,,,,13.14837617,14.3987696,14.64628708,16.24970567,14.61078463,,,,,0.057668317,0.063152498,0.064238101,0.071270639,0.06,,,,,195.8329646,209.2103041,139.3212157,152.7102672,174.2686879,1,1,1,1,0.233561845,0.264243817,0.087661926,0.093936428,#NAME?,,,,,0.03542,0.03542,0.03542,0.03542,0.03542,100,,,,,0.037194286,0.037402553,0.038871304,0.037402553,0.037717674,150,,,,,0.05198,0.051604545,0.06543,0.057905435,0.056729995,250,,,,,0.064419091,0.074796957,0.078682791,0.087346552,0.076311347,350,,,,,0.079853019,0.090905278,0.079035319,0.086138727,0.083983086
R2,D0643,105,333,228,,,,,20.63598965,16.78389567,21.61770488,20.85585539,19.9733614,,,,,0.090508727,0.073613577,0.094814495,0.09147305,0.06,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,,,,,0.07591,0.07591,0.07591,0.07591,0.07591,100,,,,,0.077482,0.075916964,0.075641765,0.076091364,0.076283023,150,,,,,0.103682,0.076033036,0.085156667,0.079114091,0.085996448,250,,,,,0.101003433,0.086586923,0.118588136,0.11548,0.105414623,350,,,,,0.114411,0.079604783,0.110278,0.110309,0.103650696
R2,D0645,105,333,228,,,,,14.87315918,15.71126379,14.48603278,14.79732707,14.9669457,,,,,0.065233154,0.068909052,0.063535231,0.064900557,0.06,,,,,144.8993118,166.6913738,169.7978597,166.6913738,162.0199798,1,1,1,1,0.112199311,0.137934486,0.13941332,0.089792645,#NAME?,,,,,0.03461,0.03461,0.03461,0.03461,0.03461,100,,,,,0.035692745,0.035415333,0.035415333,0.035415333,0.035484686,150,,,,,0.0624305,0.054878039,0.054629032,0.054878039,0.056703903,250,,,,,0.080011429,0.09246383,0.079322353,0.075566829,0.08184111,350,,,,,0.076340577,0.094756557,0.086411176,0.094774407,0.088070679
R2,D0647,105,333,228,,,,,27.46873502,29.77393462,31.21164947,25.58786959,28.51054717,,,,,0.120476908,0.130587433,0.136893199,0.112227498,0.06,,,,,,,,,nan,1,1,1,1,1,1,1,1,#NAME?,,,,,0.08909,0.08909,0.08909,0.08909,0.08909,100,,,,,0.096377805,0.098480566,0.109383333,0.098685714,0.100731855,150,,,,,0.115105532,0.121613171,0.144053125,0.109543,0.122578707,250,,,,,0.141319333,0.150981404,0.1629125,0.129407586,0.146155206,350,,,,,0.158345926,0.174913871,0.147855429,0.142323621,0.155859712
R2,D0650,105,333,228,,,,,8.011628005,8.431060313,7.868103842,10.50021558,8.702751935,,,,,0.035138719,0.036978335,0.034509227,0.046053577,0.06,,,,,390.4703196,376.372549,428.6435644,273.8649156,367.3378371,1,1,1,1,0.769453957,0.5349288,0.7669967,0.45167908,#NAME?,,,,,0.03875,0.03875,0.03875,0.03875,0.03875,100,,,,,0.038467188,0.038467188,0.038467188,0.038467188,0.038467188,150,,,,,0.035639063,0.035639063,0.035639063,0.035639063,0.035639063,250,,,,,0.03553,0.042567273,0.037457143,0.05735,0.043226104,350,,,,,0.055773,0.05630125,0.046524737,0.069036216,0.056908801
R2,AVG,105,333,228,13.47885294,13.56945671,13.37237824,12.73122918,14.94066722,14.11348346,15.56471839,13.90327003,13.95925702,0.059117776,0.059515161,0.058650782,0.055838724,0.065529242,0.061901243,0.068266309,0.060979255,0.06,,,,,,,,,250.9452965,0.522999318,0.56754649,0.550088993,0.525536532,0.504808284,0.517100559,0.578727167,0.628734377,#NAME?,0.036638,0.036638,0.036638,0.036638,0.044463,0.044463,0.044463,0.044463,0.0405505,100,0.041937614,0.042891136,0.044540448,0.044962764,0.050792604,0.049190112,0.054979233,0.048725683,nan,150,0.05481305,0.056161098,0.056316306,0.055919451,0.063516329,0.05713414,0.066946124,0.056045568,0.058356508,250,0.071759592,0.070639854,0.069532411,0.064671103,0.074841289,0.072740224,0.081480734,0.072149511,0.07222684,350,0.073807379,0.076026809,0.075600775,0.06826543,0.086154255,0.082822658,0.081290009,0.078019636,0.077748369
R2,STD,0,0,0,3.144734656,4.124956195,3.657321286,4.586928008,6.117093641,6.181644755,6.509966612,5.617032374,4.979042514,0.013792696,0.018091913,0.016040883,0.020118105,0.026829358,0.027112477,0.028552485,0.024636107,0.06,,,,,,,,,117.3843141,0.341103002,0.4368118,0.452291191,0.378811662,0.377322203,0.364790474,0.420174795,0.403807328,#NAME?,0.013067299,0.013067299,0.013067299,0.013067299,0.022414988,0.022414988,0.022414988,0.022414988,0.018759015,100,0.012888457,0.012223355,0.014608729,0.016801213,0.022093782,0.023287523,0.022924105,0.023832014,nan,150,0.013123207,0.013524438,0.015422306,0.021533204,0.0290596,0.025562075,0.029827719,0.024496618,0.021465824,250,0.018249976,0.023860087,0.019517468,0.024029263,0.033343495,0.032674124,0.035369558,0.029358906,0.026580149,350,0.020070893,0.027582278,0.023059714,0.022010609,0.030869576,0.034326749,0.029990209,0.030788994,0.026646096
R2,BootAvg,,,,,,,,,,,,13.90996142,,,,,,,,,,,,,,,,,,250.7873899,,,,,,,,,#NAME?,,,,,,,,,0.040466,100,,,,,,,,,nan,150,,,,,,,,,0.058101953,250,,,,,,,,,0.071940741,350,,,,,,,,,0.07741123
R2,BootLower,,,,,,,,,,,,11.9628799,,,,,,,,,,,,,,,,,,194.821476,,,,,,,,,#NAME?,,,,,,,,0.007662138,0.032803863,100,,,,,,,,,nan,150,,,,,,,,0.008683868,0.049418085,250,,,,,,,,0.010900189,0.061040552,350,,,,,,,,0.010746292,0.066664938
R2,BootUpper,,,,,,,,,,,,16.28318214,,,,,,,,,,,,,,,,,,308.6950508,,,,,,,,,#NAME?,,,,,,,,0.008775112,0.049241112,100,,,,,,,,,nan,150,,,,,,,,0.010042938,0.06814489,250,,,,,,,,0.012375621,0.084316362,350,,,,,,,,0.012759104,0.090170333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL,D0601,105,333,228,59.28344927,61.477648,61.93657751,56.16772372,,,,,59.71634962,0.260015128,0.269638807,0.271651656,0.246349665,,,,,0.29,183.0662021,153.7938719,158.2104768,364.5756208,,,,,214.9115429,0.249527512,0.129873318,0.097450036,0.616317745,1,1,1,1,#NAME?,0.20642,0.20642,0.20642,0.20642,,,,,0.20642,100,0.218196471,0.227105,0.2249868,0.218065926,,,,,0.222088549,150,0.2608,0.288378571,0.283615854,0.25612,,,,,0.272228606,250,0.303335571,0.303894727,0.313427059,0.288622979,,,,,0.302320084,350,0.29882614,0.302374286,0.29924,0.2874172,,,,,0.296964407
RL,D0603,105,333,228,60.14087971,58.7589046,53.6746204,62.66538753,,,,,58.80994806,0.263775788,0.257714494,0.235415002,0.274848191,,,,,0.29,201.7168836,226.6441516,,183.4500464,,,,,203.9370272,0.245203537,0.205878127,1,0.197690856,1,1,1,1,#NAME?,0.17581,0.17581,0.17581,0.17581,,,,,0.17581,100,0.192781429,0.190239032,0.192692759,0.192781429,,,,,0.192123662,150,0.246704478,0.23775449,0.246403824,0.249946667,,,,,0.245202364,250,0.311262857,0.302888182,0.276683448,0.324623284,,,,,0.303864443,350,0.333141228,0.348232353,0.276923214,0.340599245,,,,,0.32472401
RL,D0605,105,333,228,63.2182921,57.9126078,58.39746195,61.54587716,,,,,60.26855975,0.277273211,0.254002666,0.256129219,0.269938058,,,,,0.29,142.2616732,208.3171021,222.839576,162.1818182,,,,,183.9000424,0.152470659,0.243175153,0.259657639,0.184459608,1,1,1,1,#NAME?,0.22206,0.22206,0.22206,0.22206,,,,,0.22206,100,0.240195833,0.234094815,0.230546154,0.240803333,,,,,0.236410034,150,0.294287333,0.271826809,0.259072,0.28698,,,,,0.278041535,250,0.32113027,0.298446,0.298734545,0.31178,,,,,0.307522704,350,0.324318333,0.29886,0.31651,0.317423673,,,,,0.314278002
RL,D0608,105,333,228,59.14832125,60.87235167,55.94272603,60.97607177,,,,,59.23486768,0.259422462,0.266983999,0.245362833,0.267438911,,,,,0.29,202.092562,176.679547,,180.0406321,,,,,186.2709137,0.284896744,0.141045457,1,0.247501646,1,1,1,1,#NAME?,0.20367,0.20367,0.20367,0.20367,,,,,0.20367,100,0.219226667,0.219226667,0.216267,0.219374032,,,,,0.218523591,150,0.263415862,0.267332453,0.250086316,0.270524878,,,,,0.262839877,250,0.296089375,0.310373333,0.278869677,0.306622571,,,,,0.297988739,350,0.300940625,0.2950985,0.285332,0.310431207,,,,,0.297950583
RL,D0614,105,333,228,66.51705899,65.89478383,65.60857923,66.64125825,,,,,66.16542007,0.291741487,0.28901221,0.287756926,0.29228622,,,,,0.29,156.163616,161.7585724,161.7585724,156.1872333,,,,,158.9669985,0.195230171,0.116032432,0.212522559,0.180305116,1,1,1,1,#NAME?,0.19954,0.19954,0.19954,0.19954,,,,,0.19954,100,0.224229821,0.224229821,0.224229821,0.224229821,,,,,0.224229821,150,0.284310345,0.2815985,0.2815985,0.284295574,,,,,0.28295073,250,0.345902459,0.337184138,0.335950465,0.341628,,,,,0.340166266,350,0.342615333,0.34429875,0.344611053,0.33628087,,,,,0.341951501
RL,D0615,105,333,228,54.87727431,57.79788525,55.90541121,54.90253826,,,,,55.87077726,0.2406898,0.253499497,0.245199172,0.240800606,,,,,0.29,256.4862493,214.6890349,240.1397946,285.4127854,,,,,249.181966,0.604561168,0.274390266,0.283345211,0.609825032,1,1,1,1,#NAME?,0.17656,0.17656,0.17656,0.17656,,,,,0.17656,100,0.190466667,0.196220755,0.195505818,0.196116,,,,,0.19457731,150,0.228655814,0.257473714,0.255065714,0.240505,,,,,0.245425061,250,0.28722875,0.299047143,0.291354468,0.283941094,,,,,0.290392864,350,0.291219474,0.280921111,0.272186667,0.294478696,,,,,0.284701487
RL,D0616,105,333,228,62.71886646,59.20124188,61.50630651,53.72256059,,,,,59.28724386,0.275082748,0.25965457,0.269764502,0.235625266,,,,,0.29,157.4757506,222.8809235,157.4757506,309.9760341,,,,,211.9521147,0.190991194,0.241781003,0.091526949,0.395347578,1,1,1,1,#NAME?,0.19312,0.19312,0.19312,0.19312,,,,,0.19312,100,0.213441053,0.205955469,0.213441053,0.206561458,,,,,0.209849758,150,0.285684,0.255322656,0.285684,0.245375,,,,,0.268016414,250,0.321866923,0.301746842,0.31225629,0.273372162,,,,,0.302310554,350,0.323828636,0.322758,0.305070571,0.305092,,,,,0.314187302
RL,D0617,105,333,228,56.48159317,62.08453612,56.68787832,60.73133993,,,,,58.99633688,0.247726286,0.272300597,0.248631045,0.266365526,,,,,0.29,229.6518219,169.4875514,290.3958912,155.8340249,,,,,211.3423223,0.47888263,0.248211222,0.466778377,0.312399076,1,1,1,1,#NAME?,0.09804,0.09804,0.09804,0.09804,,,,,0.09804,100,0.206078125,0.219707778,0.2253152,0.232444,,,,,0.220886276,150,0.273314571,0.272689808,0.255335,0.286094,,,,,0.271858345,250,0.2897344,0.325702609,0.28336,0.306069583,,,,,0.301216648,350,0.270765,0.301306491,0.310324737,0.291134839,,,,,0.293382767
