metric,topic,start_len,end_len,word_range,auc_resultsTRKeyphrases75_2_simulation_0,auc_topic,aucNorm_resultsTRKeyphrases75_2_simulation_0,score_limit,limit_wordCount_resultsTRKeyphrases75_2_simulation_0,limit_wordCount_topic,limit_relativeWordCount_resultsTRKeyphrases75_2_simulation_0,wordcount_limit_-inf,limit_F1score_resultsTRKeyphrases75_2_simulation_0_-inf,limit_F1score_avg_-inf,wordcount_limit_100,limit_F1score_resultsTRKeyphrases75_2_simulation_0_100,limit_F1score_avg_100,wordcount_limit_150,limit_F1score_resultsTRKeyphrases75_2_simulation_0_150,limit_F1score_avg_150,wordcount_limit_250,limit_F1score_resultsTRKeyphrases75_2_simulation_0_250,limit_F1score_avg_250,wordcount_limit_350,limit_F1score_resultsTRKeyphrases75_2_simulation_0_350,limit_F1score_avg_350
RSU,D0630,105,333,228,25.02941586,25.02941586,0.10977814,0.11,160.0883514,160.0883514,0.179069723,#NAME?,0.04033,0.04033,100,0.061562632,0.061562632,150,0.103406774,0.103406774,250,0.137995714,0.137995714,350,0.145248085,0.145248085
RSU,D0631,105,333,228,25.27385648,25.27385648,0.110850248,0.11,159.7241739,159.7241739,0.171588933,#NAME?,0.05332,0.05332,100,0.065647273,0.065647273,150,0.102444054,0.102444054,250,0.142678,0.142678,350,0.146391707,0.146391707
RSU,D0640,105,333,228,24.96758261,24.96758261,0.109506941,0.11,179.7856465,179.7856465,0.193210916,#NAME?,0.03977,0.03977,100,0.045168723,0.045168723,150,0.088861818,0.088861818,250,0.142362955,0.142362955,350,0.15096027,0.15096027
RSU,D0643,105,333,228,25.70358217,25.70358217,0.11273501,0.11,171.5166625,171.5166625,0.165225416,#NAME?,0.05308,0.05308,100,0.055535833,0.055535833,150,0.094665536,0.094665536,250,0.152183333,0.152183333,350,0.15030617,0.15030617
RSU,D0645,105,333,228,25.8987563,25.8987563,0.113591036,0.11,170.9331777,170.9331777,0.151313647,#NAME?,0.04871,0.04871,100,0.050599778,0.050599778,150,0.095933725,0.095933725,250,0.149478421,0.149478421,350,0.153973115,0.153973115
RSU,D0647,105,333,228,35.88394425,35.88394425,0.15738572,0.11,126.578442,126.578442,0.093260339,#NAME?,0.05569,0.05569,100,0.077619434,0.077619434,150,0.134257561,0.134257561,250,0.206689063,0.206689063,350,0.200191957,0.200191957
RSU,D0650,105,333,228,20.47031843,20.47031843,0.089782098,0.11,224.2481752,224.2481752,0.269267032,#NAME?,0.03725,0.03725,100,0.040120313,0.040120313,150,0.068823438,0.068823438,250,0.116225882,0.116225882,350,0.123507547,0.123507547
RSU,AVG,105,333,228,23.55438233,23.55438233,0.103308694,0.11,,207.3909989,0.265365799,#NAME?,0.0397405,0.0397405,100,0.052708363,nan,150,0.090253253,0.090253253,250,0.133447068,0.133447068,350,0.140065153,0.140065153
RSU,STD,0,0,0,4.341489074,4.341489074,0.019041619,0.11,,55.54692351,0.14155431,#NAME?,0.013165167,0.013165167,100,0.009559293,nan,150,0.015828568,0.015828568,250,0.026482321,0.026482321,350,0.023327467,0.023327467
RSU,BootAvg,,,,,23.52970688,,,,206.7932097,,#NAME?,,0.0399685,100,,nan,150,,0.090130083,250,,0.133190986,350,,0.139930974
RSU,BootLower,,,,1.761516857,21.76819002,,,,183.8721574,,#NAME?,0.006624025,0.033344475,100,,nan,150,0.006357223,0.08377286,250,0.010999101,0.122191885,350,0.009693493,0.13023748
RSU,BootUpper,,,,2.046026741,25.57573362,,,,231.6670712,,#NAME?,0.005003625,0.044972125,100,,nan,150,0.007334949,0.097465032,250,0.012238516,0.145429502,350,0.010792513,0.150723486
,,,,,,,,,,,,,,,,,,,,,,,,,,
litepyramid,D0601,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0603,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0605,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0608,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0614,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0615,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0616,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0617,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0620,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0624,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0627,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0628,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,,nan,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0629,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0630,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0631,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0640,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0643,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0645,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0647,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,D0650,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,-1,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,AVG,105,333,228,-228,-228,-1,0.5,,nan,1,#NAME?,-1,-1,100,-1,nan,150,-1,-1,250,-1,-1,350,-1,-1
litepyramid,STD,0,0,0,0,0,0,0.5,,nan,0,#NAME?,0,0,100,0,nan,150,0,0,250,0,0,350,0,0
litepyramid,BootAvg,,,,,-228,,,,nan,,#NAME?,,-1,100,,nan,150,,-1,250,,-1,350,,-1
litepyramid,BootLower,,,,,-228,,,,nan,,#NAME?,,-1,100,,nan,150,,-1,250,,-1,350,,-1
litepyramid,BootUpper,,,,,-228,,,,nan,,#NAME?,,-1,100,,nan,150,,-1,250,,-1,350,,-1
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
metric,topic,num_ratings_per_session_avg,num_ratings_per_session_std,initial_rating_avg,initial_rating_std,response_rating_avg,response_rating_std,total_rating_avg,total_rating_std,,,,,,,,,,,,,,,,,
rating,AVG,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
metric,topic,numSessionsWithRating,r1_rating_avg,r1_rating_std,r2_rating_avg,r2_rating_std,umuxLiteScore_avg,umuxLiteScore_std,r3_rating_avg,r3_rating_std,,,,,,,,,,,,,,,,
